alpha tag,tag,entity,mode,description,input,type,tone,entity_type,group,license,category,tone in,frequency
109,EMS Dispatch,Queensland Ambulance Service,FMN,Beerburrum (Wild Horse Mtn),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.8875
110,EMS Dispatch,Queensland Ambulance Service,FMN,Bellbird Park,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.9625
111,EMS Dispatch,Queensland Ambulance Service,FMN,Samford Valley (D'Aguilar Range),,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.0375
112,EMS Dispatch,Queensland Ambulance Service,FMN,Brisbane Airport,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.2625
113,EMS Dispatch,Queensland Ambulance Service,FMN,QAS U113,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.725
114,EMS Dispatch,Queensland Ambulance Service,FMN,QAS U114,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.8125
115,EMS Dispatch,Queensland Ambulance Service,FMN,Laidley,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.8875
116,EMS Dispatch,Queensland Ambulance Service,FMN,Springfield Lakes,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.9625
117,EMS Dispatch,Queensland Ambulance Service,FMN,Gold Coast (Burleigh Heads),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.0375
118,EMS Dispatch,Queensland Ambulance Service,FMN,Toowoomba (Darling Heights),,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.3625
119,EMS Dispatch,Queensland Ambulance Service,FMN,Fortitude Valley,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.425
120,EMS Dispatch,Queensland Ambulance Service,FMN,QAS U120,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.1375
121,EMS Dispatch,Queensland Ambulance Service,FM,QAS U121,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.7125
122,EMS Dispatch,Queensland Ambulance Service,FM,QAS U122,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.7125
123,EMS Dispatch,Queensland Ambulance Service,FM,QAS U123,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.7125
124,EMS Dispatch,Queensland Ambulance Service,FM,Runcorn,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.4875
125,EMS Dispatch,Queensland Ambulance Service,FM,QAS U125,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.4875
126,EMS Dispatch,Queensland Ambulance Service,FM,QAS U126,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.4875
127,EMS Dispatch,Queensland Ambulance Service,FM,QAS U127,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.8375
128,EMS Dispatch,Queensland Ambulance Service,FM,QAS U128,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.8375
129,EMS Dispatch,Queensland Ambulance Service,FM,QAS U129,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.8375
130,EMS Dispatch,Queensland Ambulance Service,FM,Mt Cotton,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.700
131,EMS Dispatch,Queensland Ambulance Service,FM,QAS U131,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.700
132,EMS Dispatch,Queensland Ambulance Service,FM,QAS U132,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.700
133,EMS Dispatch,Queensland Ambulance Service,FM,QAS U133,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.7375
134,EMS Dispatch,Queensland Ambulance Service,FM,QAS U134,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.7375
135,EMS Dispatch,Queensland Ambulance Service,FM,QAS U135,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.7375
136,EMS Dispatch,Queensland Ambulance Service,FM,QAS U136,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.2375
137,EMS Dispatch,Queensland Ambulance Service,FM,QAS U137,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.2375
138,EMS Dispatch,Queensland Ambulance Service,FM,QAS U138,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.2375
139,EMS Dispatch,Queensland Ambulance Service,FM,Wacol,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.7875
140,EMS Dispatch,Queensland Ambulance Service,FM,QAS U140,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.7875
141,EMS Dispatch,Queensland Ambulance Service,FM,QAS U141,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.7875
142,EMS Dispatch,Queensland Ambulance Service,FM,QAS U142,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.5125
143,EMS Dispatch,Queensland Ambulance Service,FM,QAS U143,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.5125
144,EMS Dispatch,Queensland Ambulance Service,FM,QAS U144,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.5125
145,EMS Dispatch,Queensland Ambulance Service,FM,QAS U145,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.8625
146,EMS Dispatch,Queensland Ambulance Service,FM,QAS U146,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.8625
147,EMS Dispatch,Queensland Ambulance Service,FM,QAS U147,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,412.8625
148,EMS Dispatch,Queensland Ambulance Service,FM,QAS U148,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.000
149,EMS Dispatch,Queensland Ambulance Service,FM,QAS U149,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.000
150,EMS Dispatch,Queensland Ambulance Service,FM,QAS U150,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.000
151,EMS Dispatch,Queensland Ambulance Service,FM,QAS U151,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.3375
152,EMS Dispatch,Queensland Ambulance Service,FM,QAS U152,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.3375
153,EMS Dispatch,Queensland Ambulance Service,FM,QAS U153,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,413.3375
154,EMS Dispatch,Queensland Ambulance Service,FM,QAS U154,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,414.650
155,EMS Dispatch,Queensland Ambulance Service,FM,QAS U155,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,414.650
156,EMS Dispatch,Queensland Ambulance Service,FM,QAS U156,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,414.650
157,EMS Dispatch,Queensland Ambulance Service,FM,QAS U157,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,414.9125
158,EMS Dispatch,Queensland Ambulance Service,FM,QAS U158,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,414.9125
159,EMS Dispatch,Queensland Ambulance Service,FM,QAS U159,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,414.9125
160,EMS Dispatch,Queensland Ambulance Service,FM,QAS U160,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,415.0625
161,EMS Dispatch,Queensland Ambulance Service,FM,QAS U161,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,415.0625
162,EMS Dispatch,Queensland Ambulance Service,FM,QAS U162,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,415.0625
163,EMS Dispatch,Queensland Ambulance Service,FM,QAS U163,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,415.3375
164,EMS Dispatch,Queensland Ambulance Service,FM,QAS U164,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,415.3375
165,EMS Dispatch,Queensland Ambulance Service,FM,QAS U165,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,415.3375
201,EMS Dispatch,Queensland Ambulance Service,FM,79 Crossband 1,,RM,186.2 PL,Public Safety,UHF Channels,VH4AMB,QAS,,465.450
202,EMS Dispatch,Queensland Ambulance Service,FM,82 Crossband 1,,RM,186.2 PL,Public Safety,UHF Channels,VH4AMB,QAS,,465.850
203,EMS Dispatch,Queensland Ambulance Service,FM,83 Crossband 1,,RM,186.2 PL,Public Safety,UHF Channels,VH4AMB,QAS,,466.050
204,EMS Dispatch,Queensland Ambulance Service,FM,79 Crossband 2,,RM,192.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,465.450
205,EMS Dispatch,Queensland Ambulance Service,FM,82 Crossband 2,,RM,192.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,465.850
206,EMS Dispatch,Queensland Ambulance Service,FM,83 Crossband 2,,RM,192.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,466.050
207,EMS Dispatch,Queensland Ambulance Service,FM,79 Crossband 3,,RM,203.5 PL,Public Safety,UHF Channels,VH4AMB,QAS,,465.450
208,EMS Dispatch,Queensland Ambulance Service,FM,82 Crossband 3,,RM,203.5 PL,Public Safety,UHF Channels,VH4AMB,QAS,,465.850
209,EMS Dispatch,Queensland Ambulance Service,FM,83 Crossband 3,,RM,203.5 PL,Public Safety,UHF Channels,VH4AMB,QAS,,466.050
210,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 10,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,462.975
211,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 11,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,463.275
212,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 12,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,463.575
213,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 13,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,463.875
214,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 14,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,464.175
215,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 15,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,464.475
216,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 16,,RM,131.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,465.975
220,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 20,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,462.975
221,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 21,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,463.275
222,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 22,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,463.575
223,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 23,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,463.875
224,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 24,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,464.175
225,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 25,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,464.475
226,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 26,,RM,118.8 PL,Public Safety,UHF Channels,VH4AMB,QAS,,465.975
230,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 30,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,462.975
231,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 31,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,463.275
232,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 32,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,463.575
233,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 33,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,463.875
234,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 34,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,464.175
235,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 35,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,464.475
236,EMS Dispatch,Queensland Ambulance Service,FM,Regional UHF 36,,RM,123.0 PL,Public Safety,UHF Channels,VH4AMB,QAS,,465.975
1,Fire Dispatch,Queensland Fire and Emergency Service,FMN,FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,465.525
2,Fire Dispatch,Queensland Fire and Emergency Service,FMN,FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,465.525
3,Fire Dispatch,Queensland Fire and Emergency Service,FMN,FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,465.550
4,Fire Dispatch,Queensland Fire and Emergency Service,FMN,FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,465.550
5,Fire Dispatch,Queensland Fire and Emergency Service,FMN,FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,465.675
6,Fire Dispatch,Queensland Fire and Emergency Service,FMN,FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,465.675
7,Fire Dispatch,Queensland Fire and Emergency Service,FMN,FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,465.725
8,Fire Dispatch,Queensland Fire and Emergency Service,FMN,FG,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,465.725
9,Fire Dispatch,Queensland Fire and Emergency Service,FMN,INC,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,466.975
10,Fire Dispatch,Queensland Fire and Emergency Service,FMN,10,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,465.150
11,Fire Dispatch,Queensland Fire and Emergency Service,FMN,11,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,465.400
12,Fire Dispatch,Queensland Fire and Emergency Service,FMN,12,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,465.925
13,Fire Dispatch,Queensland Fire and Emergency Service,FMN,13,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,466.025
14,Fire Dispatch,Queensland Fire and Emergency Service,FMN,14,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,466.250
15,Fire Dispatch,Queensland Fire and Emergency Service,FMN,15,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,466.325
16,Fire Dispatch,Queensland Fire and Emergency Service,FMN,16,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,466.600
17,Fire Dispatch,Queensland Fire and Emergency Service,FMN,17,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,466.850
18,Fire Dispatch,Queensland Fire and Emergency Service,FMN,18,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,466.875
19,Fire Dispatch,Queensland Fire and Emergency Service,FMN,19,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,466.925
20,Fire Dispatch,Queensland Fire and Emergency Service,FMN,20,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,466.950
21,Fire Dispatch,Queensland Fire and Emergency Service,FMN,21,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,466.975
22,Fire Dispatch,Queensland Fire and Emergency Service,FMN,22,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,467.275
23,Fire Dispatch,Queensland Fire and Emergency Service,FMN,23,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,467.325
24,Fire Dispatch,Queensland Fire and Emergency Service,FMN,24,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,467.350
25,Fire Dispatch,Queensland Fire and Emergency Service,FMN,25,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,467.500
26,Fire Dispatch,Queensland Fire and Emergency Service,FMN,26,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,467.650
27,Fire Dispatch,Queensland Fire and Emergency Service,FMN,27,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,467.675
28,Fire Dispatch,Queensland Fire and Emergency Service,FMN,28,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,467.700
29,Fire Dispatch,Queensland Fire and Emergency Service,FMN,29,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,467.800
30,Fire Dispatch,Queensland Fire and Emergency Service,FMN,30,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,465.950
31,Fire Dispatch,Queensland Fire and Emergency Service,FMN,31,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,466.150
32,Fire Dispatch,Queensland Fire and Emergency Service,FMN,32,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,465.500
33,Fire Dispatch,Queensland Fire and Emergency Service,FMN,33,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,467.300
34,Fire Dispatch,Queensland Fire and Emergency Service,FMN,34,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,466.575
35,Fire Dispatch,Queensland Fire and Emergency Service,FMN,35,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,467.225
36,Fire Dispatch,Queensland Fire and Emergency Service,FMN,36,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,469.450
37,Fire Dispatch,Queensland Fire and Emergency Service,FMN,37,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,465.0375
38,Fire Dispatch,Queensland Fire and Emergency Service,FMN,38,,RM,179.9 PL,Public Safety,UHF HGS,,QFES - Operations,,465.975
40,Fire Dispatch,Queensland Fire and Emergency Service,FMN,40,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,465.150
41,Fire Dispatch,Queensland Fire and Emergency Service,FMN,41,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,465.400
42,Fire Dispatch,Queensland Fire and Emergency Service,FMN,42,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,465.925
43,Fire Dispatch,Queensland Fire and Emergency Service,FMN,43,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,466.025
44,Fire Dispatch,Queensland Fire and Emergency Service,FMN,44,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,466.250
45,Fire Dispatch,Queensland Fire and Emergency Service,FMN,45,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,466.325
46,Fire Dispatch,Queensland Fire and Emergency Service,FMN,46,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,466.600
47,Fire Dispatch,Queensland Fire and Emergency Service,FMN,47,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,466.850
48,Fire Dispatch,Queensland Fire and Emergency Service,FMN,48,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,466.875
49,Fire Dispatch,Queensland Fire and Emergency Service,FMN,49,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,466.925
50,Fire Dispatch,Queensland Fire and Emergency Service,FMN,50,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,466.950
51,Fire Dispatch,Queensland Fire and Emergency Service,FMN,51,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,466.975
52,Fire Dispatch,Queensland Fire and Emergency Service,FMN,52,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,467.275
53,Fire Dispatch,Queensland Fire and Emergency Service,FMN,53,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,467.325
54,Fire Dispatch,Queensland Fire and Emergency Service,FMN,54,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,467.350
55,Fire Dispatch,Queensland Fire and Emergency Service,FMN,55,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,467.500
56,Fire Dispatch,Queensland Fire and Emergency Service,FMN,56,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,467.650
57,Fire Dispatch,Queensland Fire and Emergency Service,FMN,57,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,467.675
58,Fire Dispatch,Queensland Fire and Emergency Service,FMN,58,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,467.700
59,Fire Dispatch,Queensland Fire and Emergency Service,FMN,59,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,467.800
60,Fire Dispatch,Queensland Fire and Emergency Service,FMN,60,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,465.950
61,Fire Dispatch,Queensland Fire and Emergency Service,FMN,61,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,466.150
62,Fire Dispatch,Queensland Fire and Emergency Service,FMN,62,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,465.500
63,Fire Dispatch,Queensland Fire and Emergency Service,FMN,63,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,467.300
64,Fire Dispatch,Queensland Fire and Emergency Service,FMN,64,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,466.575
65,Fire Dispatch,Queensland Fire and Emergency Service,FMN,65,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,467.225
66,Fire Dispatch,Queensland Fire and Emergency Service,FMN,66,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,469.450
67,Fire Dispatch,Queensland Fire and Emergency Service,FMN,67,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,465.0375
68,Fire Dispatch,Queensland Fire and Emergency Service,FMN,68,,RM,141.3 PL,Public Safety,UHF HGS,,QFES - Operations,,465.975
69,Fire Dispatch,Queensland Fire and Emergency Service,FMN,ESO S1,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,412.275
70,Fire Dispatch,Queensland Fire and Emergency Service,FMN,ESO S2,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,412.325
71,Fire Dispatch,Queensland Fire and Emergency Service,FMN,ESO S3,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,412.350
72,Fire Dispatch,Queensland Fire and Emergency Service,FMN,ESO S4,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,412.400
73,Fire Dispatch,Queensland Fire and Emergency Service,FMN,ESO S5,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,412.450
74,Fire Dispatch,Queensland Fire and Emergency Service,FMN,ESO R1,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,421.8375
75,Fire Dispatch,Queensland Fire and Emergency Service,FMN,ESO R2,,RM,110.9 PL,Public Safety,UHF HGS,,QFES - Operations,,421.925
76,Fire Dispatch,Queensland Fire and Emergency Service,FMN,ESOAR1,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,468.575
90,Fire Dispatch,Queensland Fire and Emergency Service,FMN,90 ESS,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.975
91,Fire Dispatch,Queensland Fire and Emergency Service,FMN,91-38H,,RM,107.2 PL,Public Safety,UHF HGS,,QFES - Operations,,467.975
92,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB 5S,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.525
93,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB 5R,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.525
94,Fire Dispatch,Queensland Fire and Emergency Service,FMN,94 RPT,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.8625
95,Fire Dispatch,Queensland Fire and Emergency Service,FMN,95 RPT,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.8125
96,Fire Dispatch,Queensland Fire and Emergency Service,FMN,96 RPT,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.7625
97,Fire Dispatch,Queensland Fire and Emergency Service,FMN,97 RPT,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.7375
98,Fire Dispatch,Queensland Fire and Emergency Service,FMN,98 RPT,,RM,167.9 PL,Public Safety,UHF HGS,,QFES - Operations,,468.7125
101,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB 1R,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.425
102,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB 2R,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.450
103,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB 3R,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.475
104,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB 4R,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.500
105,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB 5R,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.525
106,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB 6R,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.550
107,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB 7R,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.575
108,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB 8R,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.600
109,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB 9,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.625
110,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB10,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.650
111,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB11,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.675
112,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB12,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.700
113,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB13,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.725
114,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB14,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.750
115,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB15,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.775
116,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB16,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.800
117,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB17,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.825
118,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB18,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.850
119,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB19,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.875
120,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB20,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.900
121,Fire Dispatch,Queensland Fire and Emergency Service,FMN,CB21,,RM,CSQ,Public Safety,UHF HGS,,QFES - Operations,,476.925
